"Interval start","All packets"
9.38,75
9.39,88
9.4,66
9.41,93
9.42,58
9.43,56
9.44,89
9.45,87
9.46,122
9.47,120
9.48,71
9.49,70
9.5,92
9.51,122
9.52,104
9.53,70
9.54,52
9.55,109
9.56,84
9.57,112
9.58,40
9.59,95
9.6,122
9.61,80
9.62,54
9.63,105
9.64,94
9.65,44
9.66,112
9.67,73
9.68,73
9.69,47
9.7,63
9.71,60
9.72,90
9.73,111
9.74,71
9.75,54
9.76,53
9.77,57
9.78,24
9.79,41
9.8,113
9.81,117
9.82,68
9.83,128
9.84,113
9.85,98
9.86,111
9.87,100
9.88,49
9.89,115
9.9,108
9.91,91
9.92,116
9.93,115
9.94,83
9.95,98
9.96,113
9.97,72
9.98,83
9.99,76
10,67
10.01,110
10.02,86
10.03,63
10.04,101
10.05,47
10.06,66
10.07,58
10.08,74
10.09,76
10.1,70
10.11,71
10.12,68
10.13,77
10.14,65
10.15,58
10.16,100
10.17,97
10.18,100
10.19,52
10.2,113
10.21,93
10.22,94
10.23,7
10.24,118
10.25,103
10.26,82
10.27,95
10.28,116
10.29,36
10.3,111
10.31,66
10.32,108
10.33,110
10.34,123
10.35,50
10.36,31
10.37,42
10.38,52
10.39,44
10.4,54
10.41,50
10.42,1
10.43,68
10.44,61
10.45,54
10.46,76
10.47,52
10.48,54
10.49,57
10.5,27
10.51,88
10.52,113
10.53,95
10.54,111
10.55,103
10.56,98
10.57,36
10.58,54
10.59,115
10.6,77
10.61,117
10.62,82
10.63,101
10.64,122
10.65,109
10.66,94
10.67,73
10.68,78
10.69,98
10.7,62
10.71,49
10.72,50
10.73,51
10.74,38
10.75,49
10.76,68
10.77,39
10.78,40
10.79,28
10.8,37
10.81,19
10.82,44
10.83,54
10.84,44
10.85,0
10.86,0
10.87,39
10.88,89
10.89,87
10.9,95
10.91,89
10.92,101
10.93,94
10.94,76
10.95,58
10.96,74
10.97,59
10.98,77
10.99,74
11,66
11.01,88
11.02,81
11.03,69
11.04,54
11.05,64
11.06,74
11.07,60
11.08,19
11.09,9
11.1,30
11.11,55
11.12,58
11.13,7
11.14,50
11.15,49
11.16,47
11.17,49
11.18,21
11.19,49
11.2,57
11.21,53
11.22,34
11.23,0
11.24,16
11.25,73
11.26,70
11.27,73
11.28,54
11.29,72
11.3,67
11.31,72
11.32,63
11.33,74
11.34,61
11.35,69
11.36,66
11.37,72
11.38,57
11.39,72
11.4,6
11.41,0
11.42,12
11.43,57
11.44,55
11.45,43
11.46,56
11.47,49
11.48,87
11.49,70
11.5,24
11.51,92
11.52,72
11.53,220
11.54,228
11.55,96
11.56,62
11.57,190
11.58,92
11.59,200
11.6,296
11.61,122
11.62,220
11.63,190
11.64,216
11.65,134
11.66,262
11.67,138
11.68,146
11.69,254
11.7,222
11.71,132
11.72,290
11.73,142
11.74,154
11.75,144
11.76,234
11.77,152
11.78,112
11.79,150
11.8,92
11.81,186
11.82,4
11.83,4

